Aarubari;Tarkhagal;Simaltar Gumba;Kailash Bodhi School;Ramhiti;Mahankal;Pani Tankey;Chuchepati;Chabhahil Chowk;Mitra Park;Jaya Bageswori;Gausala Chowk;Ratopul;Gyaneshwor;Maitidevi;Dillibazar;Charkhal;Putalisadak;Bagbazar;Ratnapark;Purano Buspark;Bhrikutimandap;Bhadrakali Mandir;Sahid Gate;Sundhara;NAC Bus Stop;;;;;;;;;;;;;;;;;;;;
85.4383628;85.2644859999999;85.4427152999999;85.4170810999999;85.4078902;85.3147525999999;85.3977719;85.3807886;85.3904307;85.3743339;85.3659414999999;85.3594849999999;85.3532927999999;85.3459238;85.2959032999999;85.3420486;85.317499;85.3355742;85.3304211999999;85.3242836;85.3229913;85.3252527;85.3450963;85.3150649999999;85.311683;85.3135183;85.3136514;85.3141871999999;85.3148081;;;;;;;;;;;;;;;;;
Dakshinkali;Kalopati, Bhaktapur;Shes Narayanthan;Satikhel;Dollu Bus Stop;Pahiro, Pharping;Bansbari, Pharping;Ganeshthan Mandir;Chalnakhel;Mahadevsthan;Pani Tankey, Taudaha;Tau daha;Lapsibot;Manjushree Park, Chobar;Chobar Turning 2;Chobar Galchi;Chobar Turning;Chobar Gate;Sundarighat;TU Gate;Balkhu Dakhsinkali Turning;Balkhu;Kuleshwor turning 1;Kuleshwor;Kalimati;Teku;Tripureshwor;Sundhara;NAC Bus Stop;Bir Hospital;Bhotahiti;Ratnapark;Purano Buspark;;;;;;;;;;;;;
27.6215;27.6774554;27.6664822;27.4911352;27.6226498;27.6211383;27.6128068;27.7216352;27.6424281;27.6966187;27.7213784;27.6487;27.5593393;27.6604755;27.6663671;27.7958244;27.6663671;27.6663671;27.6664822;27.6788589;27.6215;27.6862726;27.6899521;27.6899521;27.6999738;27.6953569;27.6949964;27.7000078;27.702504;27.7048249;27.7071328;27.7060531;27.7042474;;;;;;;;;;;;;
85.2618986999999;85.4253305;85.4342499;85.3911146;85.265429;85.2720916;85.2644859999999;85.3798178999999;85.274834;85.3414026999999;85.3544807;85.282;85.5522032;85.2930198999999;85.2903524;85.0002667999999;85.2903524;85.2903524;85.4342499;85.2971623;85.2618986999999;85.2948778;85.2955242;85.2955242;85.2890594;85.3039273999999;85.3149142;85.311683;85.3135183;85.3136514;85.3141871999999;85.3148081;85.3163779;;;;;;;;;;;;;
Dudhpati, Bhaktapur;Siddhapokhari;Thulo Byasi;Sano Byasi;Dekocha Changu Stop;Mahalaxmisthan, Bhaktapur;Kamalbinayak;Chyamasingh;Jagati, Bhaktapur;Suryabinayak;Chundevi;Sallaghari, Suryabinayak;Srijana Nagar;Radhe Radhe, Bhaktapur;Naya Thimi, Bus Stand;Chardobato, Naya Thimi;Gaththaghar;Kausaltar;Lokanthali;Jadibuti;Koteshwor;Bhatbhateni, Koteshwor;Balkumari;Gwarko;Satdobato;Lagankhel;;;;;;;;;;;;;;;;;;;;
27.6721033;27.6719895;27.6748475;27.674084;27.6772943;27.6757025;27.6763685;27.6738839;27.6664822;27.6451028;27.6668816;27.6717628;27.7577071;27.6746945;27.6781812;27.6899694;27.6765033;27.6754921;27.6738134;27.6751172;27.6755549;27.6747705;27.6695288;27.6663423;27.6515356;27.6659949;;;;;;;;;;;;;;;;;;;;
85.4182111;85.4203072999999;85.4293361;85.4283688;85.4314318;85.4331174;85.4372112;85.4383628;85.4342499;85.4427152999999;85.4170810999999;85.4078902;85.3147525999999;85.3977719;85.3807886;85.3904307;85.3743339;85.3659414999999;85.3594849999999;85.3532927999999;85.3459238;85.3445431;85.3407568;85.3330053;85.327837;85.3226682999999;;;;;;;;;;;;;;;;;;;;
Dudhpati, Bhaktapur;nakkhu;Sallaghari, Byasi;Sallaghari, Purano Thimi;Nikosera;Radhe Radhe, Bhaktapur, Purano Thimi;Siddhikali Chowk;Panika, Purano Thimi;Manohara, Pepsicola;Pepsicola;Saraswatinagar;Jadibuti;Koteshwor;Kuleshwor Tinkune;Shantinagar;Minbhawan;Naya Baneshwor;Buddhanagar;Babarmahal;Maitighar;Singhadurbar;Putalisadak;New Plaza;Putalisadak;Bagbazar;Ratnapark;;;;;;;;;;;;;;;;;;;;
27.6721033;27.6638808;27.6717628;27.6717628;27.6752393;27.6746945;27.6806137;27.682597;27.6888506;27.6888506;27.7282755;27.6751172;27.6755549;27.6915087;27.6915196;27.6687473;27.6879909;27.6867401;27.6934832;27.6919767;27.6953446;27.7029275;27.7022201;27.7029275;27.7046582;27.7060531;;;;;;;;;;;;;;;;;;;;
85.4182111;85.306311;85.4078902;85.4078902;85.4300463;85.3977719;85.3830539;85.3723311;85.3602497;85.3602497;85.3569973;85.3532927999999;85.3459238;85.2959032999999;85.3420486;85.317499;85.3355742;85.3304211999999;85.3242836;85.3229913;85.3252527;85.3223452;85.3233575;85.3223452;85.3194374999999;85.3148081;;;;;;;;;;;;;;;;;;;;
Ekantakuna Chowk;Toukhel;Bagdol;Dhobighat, Balkhu;Nayabato, Balkhu;Sanepa Height;Sanepa;Balkhu;Kuleshwor turning 1;Kuleshwor;Kalimati;Teku;Tripureshwor;Sundhara;NAC Bus Stop;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.6677761;27.7139595;27.6665055;27.6862726;27.6862726;27.6838754;27.6844496;27.6862726;27.6899521;27.6899521;27.6999738;27.6953569;27.6949964;27.7000078;27.702504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85.3103905;85.2651435;85.3015078;85.2948778;85.2948778;85.3084571;85.3058664;85.2948778;85.2955242;85.2955242;85.2890594;85.3039273999999;85.3149142;85.311683;85.3135183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Godawari;NMC Hospital, Attarkhel;Bade Gaun;Thaiba;Harisiddhi;Dhalko Mandir;New Plaza, Satdobato;Hattiban;Satdobato;Lagankhel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.6015625;27.7335164;27.7791717;27.6273059;27.6388413;27.6376412;27.6515356;27.6503757;27.6515356;27.6659949;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85.3652958999999;85.3802823;85.6075063999999;85.3472154999999;85.3420486;85.3404456999999;85.327837;85.3368812;85.327837;85.3226682999999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bhagwatithan, Gokarna;Samakhusi;Besigaun, Jorpati;Jorpati;Chamunda Gate;Urab Bank, Jorpati;Boudha Pipalbot;Boudha Gate;Tusal, Boudha;Chuchepati;Chabhahil Chowk;Gopi Krishna Hall;Sukedhara Chowk;Dhumbarahi;Chappal Karkhana;Narayan Gopal Chowk;Basundhara;Basundhara Chauki;Samakhusi;Gongabu Chowk;Naya Buspark;Machha Pokhari;Balaju Chowk;Banasthali Chowk;Dhungedhara;Thulo Bharyang, Swayambhu;Swayambhu;Sano Bharyang, Swayambhu;Sitapaila;Kalanki;;;;;;;;;;;;;;;;
27.7031641;27.7272671;27.7270859;27.7278388;27.7217;27.7278388;27.7185948;27.7218575;27.7156757;27.719477;27.7172633;27.7222481;27.7282911;27.7252108;27.7346531;27.7403746;27.7419834;27.7380845;27.7272671;27.7347108;27.732436;27.7353111;27.7272544;27.7212949;27.7234545;27.7196829;27.7192103;27.7208045;27.7170009;27.6931052;;;;;;;;;;;;;;;;
85.3265440999999;85.317499;85.3775613;85.3782068;85.3715975;85.3782068;85.364032;85.3733173;85.3527933;85.3514989;85.346594;85.3468914;85.3459635;85.3433404;85.3422938;85.3375271;85.3330248;85.3249367;85.317499;85.3144382999999;85.3081285;85.3058395;85.3047366999999;85.2922919;85.2945417;85.286711;85.2955242;85.2891262999999;85.2735405999999;85.2806538999999;;;;;;;;;;;;;;;;
Gongabu Chowk;Kapurdhara;Basundhara Chauki;Basundhara;Narayan Gopal Chowk;Teaching Hospital;Kanti Bal Hospital;Paani Pokhari;Lazimpat;Lazimpat Chowk;Lainchaur Chowk;Keshar Mahal;Kantipath;Jamal;Kamaladi;Ghantaghar;Ratnapark;Purano Buspark;Bhrikutimandap;Bhadrakali Mandir;Sahid Gate;Sundhara;Tripureshwor;Thapathali;Kupondole;Kandewatathan. Kupondole;Jwagal, Kupondole;Pulchowk College;Harihar bhawan, Pulchowk;Pulchowk;Alka Hospital;Jawalakhel, Ekantakuna;walakhel;Manbhawan;Kumaripat;Patan Hospital;Lagankhel;;;;;;;;;
27.7347108;27.7235046;27.7380845;27.7419834;27.7403746;27.7359917;27.7346817;27.7363919;27.7215031;27.7215031;27.7213288;27.7146977;27.7056163;27.7092711;27.709047;27.7074644;27.7060531;27.7042474;27.7010226;27.7590715;27.6995727;27.7000078;27.6949964;27.6894055;27.6862181;27.6862181;27.6854217;27.6810911;27.680677;27.6782363;27.6741796;27.6677761;27.6744259;27.6687473;27.6699427;27.668302;27.6659949;;;;;;;;;
85.3144382999999;85.3155518;85.3249367;85.3330248;85.3375271;85.3302595;85.3284721;85.327837;85.3200837;85.3200837;85.3149142;85.3145067;85.3140632;85.3152373;85.3194374999999;85.3169032999999;85.3148081;85.3163779;85.3200837;85.3450963;85.3150649999999;85.311683;85.3149142;85.3226682999999;85.3149142;85.3149142;85.3186813;85.3184948;85.3132986;85.3168527999999;85.3151963;85.3103905;85.3123293;85.317499;85.3204068;85.3205683;85.3226682999999;;;;;;;;;
Gongabu Chowk;Sukedhara Chowk;Galkopakha, Thamel;DDC, Lainchaur;Lainchaur Chowk;Keshar Mahal;Kantipath;Jamal;Kamaladi;Ghantaghar;Ratnapark;Purano Buspark;Bhrikutimandap;Bhadrakali Mandir;Sahid Gate;Sundhara;NAC Bus Stop;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.7347108;27.7282911;27.7185093;27.7173541;27.7213288;27.7146977;27.7056163;27.7092711;27.709047;27.7074644;27.7060531;27.7042474;27.7010226;27.7590715;27.6995727;27.7000078;27.702504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85.3144382999999;85.3459635;85.313658;85.3152889999999;85.3149142;85.3145067;85.3140632;85.3152373;85.3194374999999;85.3169032999999;85.3148081;85.3163779;85.3200837;85.3450963;85.3150649999999;85.311683;85.3135183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
